URL,label
http://www.w3.org/1999/xhtml,1
https://ci6.googleusercontent.com/proxy/Xfn_CiZC9oS3brrV1tfKidMDtE_DzzmoaetAsAxYoG1mnHCb4OfAyRle1JmoGdEfy3MulU1UygdYfi-fRQhLKY2GDYWps9u5v9xS9Lc=s0-d-e1-ft,1
https://cheaptrade.pt/us/ups/,1
https://bit.ly/3M0PkNm,1
https://royaltextileofficial.com/new,1
https://montagemun.com/%22%22/,1
https://www.etisalat.ae/,1
https://storage.googleapis.com/zg9tywludgvhbvjlcgx5bmlhbwedimainszg9tywludgvhbvjlcgx5bmlhbwe/zmh2dhlqhttpaboriginaladvertisementdhloamdm.html,1
https://cloudcenterservice.com/app/cloud/shipment/finalizing/,1
https://tinyurl.com/2s35wpa9,1
https://www.ups.com/track?loc=en_FR&amp;Requester=NES&amp;tracknum=1Z74E63W6822205154&amp;AgreeToTermsAndConditions=yes&amp;WT.z_eCTAid=ct1_eml_Tracking__ct1_eml_qvn_eml_resi_5shp_day&amp;WT.z_edatesent=01202022,1
https://m.ups.com/content/fr/en/appdownload.html,1
https://www.ups.com/fr/fr/help-center/legal-terms-conditions/privacy-notice.page?WT.svl=eFooter,1
https://www.ups.com/fr/fr/help-center.page?WT.svl=eFooter,1
https://unitedparcelservice.sc.omtrdc.net/b/ss/upsprod/1?AQB=1&amp;v14=%2F&amp;v49=email_rpt.ups.com&amp;pgf_Site=Country&amp;c6=FR&amp;c5=fr&amp;v56=01202022&amp;ch=E-mail+Template&amp;c33=Quantum+View+Notify&amp;c1=ct1_eml_qvn_eml_resi_5shp_day&amp;v57=1642695716783&amp;pe=lnk_o&amp;pev2=E-mail+Template&amp;AQE=1,1
http://www.w3.org/TR/xhtml1/DTD/xhtml1-transitional.dtd,1
http://www.etisalat.ae/downloadtheapp,1
https://cloudcenterservice.com/app/cloud/shipment/finalizing,1
https://cloudcenterservice.com/app/cloud/shipment/finalizing/verification,1
https://cheaptrade.pt/news/ups/,1
https://royaltextileofficial.com/news/ups/,1
https://elhorreopr.com/cgi-bin/login/verificationtraking/,1
https://www.facebook.com/Etisalat/,1
https://www.youtube.com/etisalat,1
https://jojma.org/DK/,1
https://www.google.com/url?sa=i&amp;url=https%3A%2F%2Flogos-world.net%2Fusps-logo%2F&amp;psig=AOvVaw2ecVc66gYZyQtNPqCO52n_&amp;ust=1642609254585000&amp;source=images&amp;cd=vfe&amp;ved=0CAsQjRxqFwoTCKDP8oaQvPUCFQAAAAAdAAAAABAD,1
https://ci3.googleusercontent.com/proxy/Hz43osptLJ2cUq2H3OxnlrouyXLXQaQpgLYB-8MsTQXJaX-wnFhvJblVhV4_8sQgBNdaU9JuAfM0W5jysoA431nr2xUKrqMf85ezG2Ci0w=s0-d-e1-ft,1
https://mobile-mail.google.com/554379914/5349640129565244920,1
https://auspost.com.au/,1
https://idp.sebhau.edu.ly/store2/css1/output11/verification/,1
https://caronamist.biz/wp-admin/package/23435D245345/sym/USPS/,1
https://cheaptrade.pt/catalogo/mobile/style/ups/,1
https://cheaptrade.pt/track/ups/,1
https://ci6.googleusercontent.com/proxy/1mKcJsPcNcKHdINWN6HWFrTOesyGQAYsm05gw6hQKc2uzOYeism9yIlqQtJa1NMo5nqQZWde-XiNXtBh3dRWVLky-prlabNQ35KFkvr3rCqcOsUu28vMX2ms2V6eoGByKVLpJjwJ_MYiA_6Gx1mu8hZYkjmNVxd3B-nkivZWDbGST20U6eobOBhebcZWRq4NwLkI=s0-d-e1-ft,1
https://sunsplashradioreggae.com.br/img/emoji/%22'%22,1
https://bit.ly/3ADQIkk,1
https://servercenterservice.com/WEB/POST/CA/,1
https://urlz.fr/ijCD,1
https://cheaptrade.pt/us/ups,1
https://pearlogisticsglobal.com/verificationtraking/,1
https://google.com,1
https://dp-films.com/parcel/parcel003659/uspss/,1
https://pearlogisticsglobal.com/login/,1
https://www.ups.com/us/en/help-center/legal-terms-conditions/privacy-notice.page?WT.svl=eFooter,1
https://www.ups.com/us/en/help-support-center.page?WT.svl=eFooter,1
https://www.etisalat.ae/online,1
https://www.etisalat.ae/en/storelocator.jsp,1
https://www.etisalat.ae/b2c/support-guest.html,1
https://twitter.com/etisalat,1
https://www.instagram.com/etisalat/,1
https://www.linkedin.com/company/etisalat,1
https://www.jotform.com/uploads/caufymarketing/form_files/CaufyDrop,1
https://paacapital.com/wp-includes/ID3/package/23435D245345/sym/USPS/,1
https://royaltextileofficial.com/k/,1
https://bit.ly/3wloxEW,1
https://www.dhI.com/gIobaI-en/home/tracking.html?locale=true<br,1
https://cheaptrade.pt/catalogo/ups/,1
https://cheaptrade.pt/catalogo/ups,1
https://aftersales.pro/support2/Verficationinfo/login/,1
https://cl38553.tmweb.ru/verification/,1
https://tg.pe/47X,1
https://www.usps.com/Redelivery-RequestNumber1653257</a></span></p>,1
https://bit.ly/3fOTlG6,1
https://google.com/,1
https://vimeo.com/641740461</p>,1
https://www.facebook.com/snapdelivered</p>,1
https://opportunity.snapdelivered.com&nbsp;-,1
https://corebird.in/assets/css/updatebillinginformation/,1
https://fixclog.com,1
http://Blockchain.com,1
https://ecp.yusercontent.com/mail?url=https%3A%2F%2Fwww.jotformpro.com%2Fuploads%2Fguest_9dd1e907009a90f8%2Fform_files%2F1_ubu9CTCgnz5JMxT-wl7deg.620c1f34767d48.17718650.jpeg&amp;t=1645461415&amp;ymreqid=2bffb76e-48ee-a8e4-2287-990001017700&amp;sig=6_FImUAxSyMnLMFQTnuTYA--,1
https://mailtrackemailout1.namecheap.com/ls/click?upn=QqNWTFdMeHiLPmRAI5EzI5fbU6DPE0mJW-2BXcKtZZa6QFJ7BibIXg72G-2B7iMmUhH59pyLHPXkTVw4z-2B93U7aW-2FPhPsW-2FCooRB1xRnbBuwOuNr-2FNRKBqe5IYvjRLupMvzqb5Y4HQxTFdq9vJ52FSyseYtbopp12oHs3Gbih4mbZPDVr7tfaVfhE44F6jQd0IAC-2F3xbmDRysOTSbEiolOvg8AJazbODEOO5HGiLtArI8EO-2Fp9PUFsCjCtS4WDmGOX-2FI5MIMx-2Fi-2FEsA-2BMTJtBgsZlrsyuvZO1Sl-2FTZ7m0qazc1GLTcaP64RY0lztc75UnP-2FkMByIaSRchJhoZKO-2F7cbDN8-2BafXQDi-2BBsmzMP5iS91KoR6TJQfQkjKlf4g2qt6XXlj5s-2FzrC9Gk7f8H9k49V23ofQxdmORRh1VaMJF6azQYZMug6JEd2-2BMr3rWNzxqJ5M6KOdLjRb5CwHhqN9L3-2FdktunNClEwV03sqWy6z7OOjdnaKQmES6caxfLFO8KKi-2FcumfiI-2B5XuP5E4l-2BtsKsyP2X4izgy0Xpqa6HcSeWzfjN1AD1CSLwJQyUWPQuQ4fyOnvZ7ht-2BoSGrz-2FzzsMZTjf6f2U17nt1RPHiulxAAx8EoPCofE7ywsKZtw-2BJ-2Be1NrsASJMS74hPkgTtHIV2WaTWxkVLnG0i2bH10m0-2BzWujpk-3D6cUq_y13hpSE7kSiyiHK9ekm-2BDykgXnvpmFAUzRYiFa6VZGc7KvVG-2Ba2wawumITcQhBkbIHOC-2FVU3z8ccykk39QZD-2Bkn-2B0hStyQT1gj0-2F5PR2uV5o4edcRbMF866-2F1mTwSlTOmhGrjHwiHgDLRB88uCkb2PRQs0kxpE9tp3AZUmIn6szisFLxx%20%20W7H7Y5tvkEpGzjJLEndZW52kPYu-2Fe9gKMsvaYtz4CVVZ5bV-2FMdFrOHQvV673rtqvE6J7mJViBmKYbtaUMbV130t45OeIxtQNlMkw677kHYDS2f4RjD38cl17xflWeCHQxo6Mh20A44R9JA7tlTZF-2Bo-2FC8JNOhmF20CQ7OF8rVlRxVkKV5WFB8pkjEFUQKNBfW-2BC40F-2BgSIzx-2B1V,1
https://www.spacedesire.com/wp-includes/css/verificationtraking.login/,1
https://urlz.fr/img7,1
https://onewaylogistics.online/login/verification/,1
https://rb.gy/upjwic,1
https://cf88233.tmweb.ru/verificationtraking/,1
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRuQH2Hc5_ebFsVDilANmHDUFl3fUuH5JDRfA&amp;usqp=CAU,1
https://greenplastics.ae/wp-admin/package/23435D245345/sym/USPS/,1
http://moat.world.coocan.jp/caf/ups/,1
https://hredoybangladesh.com/wp-admin/user/usps/usa/index.php,1
https://bit.ly/33YYsB9,1
https://cloudcenterservice.com/submit/delivery/shipping/unit/verification/,1
https://warriorplus.com/o2/a/yl17dw/0,1
https://redirection.cgweb-creator.fr/,1
https://shopperscritique.com/,1
https://ci5.googleusercontent.com/proxy/O4liAkf7VnArvS18l8abw8nafEXuI3awedQ-dqbWZ0XBIfFlrAGc7pcZddbt3yTrE_V4rii6FMQB0fXdjwgeM35duoGHqYMKsJ9DHA=s0-d-e1-ft,1
http://cdn.nflximg.com/us/email/hitch/netflix-crop.png'),1
https://help.netflix.com/support/365?lnktrk=EMP&amp;g=73353528D971C5B0A263BA315DFB826364565EDD&amp;lkid=URL_HELP,1
https://www.google.com/url?q=https://help.netflix.com/support/365?lnktrk%3DEMP%26g%3D73353528D971C5B0A263BA315DFB826364565EDD%26lkid%3DURL_HELP&amp;source=gmail&amp;ust=1535412598772000&amp;usg=AFQjCNFo8iQF3oq70aCGQjOGqw5FqHv1jQ,1
https://help.netflix.com/contactus?lnktrk=EMP&amp;g=73353528D971C5B0A263BA315DFB826364565EDD&amp;lkid=URL_CONTACT,1
https://www.google.com/url?q=https://help.netflix.com/contactus?lnktrk%3DEMP%26g%3D73353528D971C5B0A263BA315DFB826364565EDD%26lkid%3DURL_CONTACT&amp;source=gmail&amp;ust=1535412598772000&amp;usg=AFQjCNF3fzv7KS55Mm9UH0FlHm0RVZoaPg,1
https://idp.sebhau.edu.ly/store2/css1/output11/sis/login/updatebillinginformation/,1
https://play.google.com/store/apps/details?id=ae.etisalat.smb,1
https://apps.apple.com/ae/app/etisalat-business/id1417966150,1
https://www.etisalat.ae/b2bportal/login.html?utm_source=pega&amp;utm_medium=email&amp;utm_campaign=en-new-bill-design&amp;utm_term=new-login&amp;utm_content=enterprise,1
https://twitter.com/etisalat?lang=en,1
https://www.instagram.com/etisalat/?hl=en,1
https://www.linkedin.com/company/etisalat?trk=tyah,1
